,store,building,date,store_code,amount,n_sales,n_customer,sales_per_customer
1222,rageblue,lalaport_tokyo_bay,2021-12-21,1160.0,446484,80,46,9706.173913043
1223,heather,lalaport_tokyo_bay,2021-12-21,1367.0,399740,83,56,7138.214285714
1224,hare,lalaport_tokyo_bay,2021-12-21,3131.0,467290,48,32,14602.8125
1225,.st,lalaport_tokyo_bay,2021-12-21,9092.0,401730,61,45,8927.333333333
1226,elura,lalaport_tokyo_bay,2021-12-21,8708.0,109890,20,15,7326.0
1227,lowrys_farm,lalaport_tokyo_bay,2021-12-21,755.0,651856,163,123,5299.642276423
1228,jeanasis,lalaport_tokyo_bay,2021-12-21,803.0,404485,61,46,8793.152173913
1229,lepsim,lalaport_tokyo_bay,2021-12-21,1844.0,241330,61,46,5246.304347826
1230,lakole,lalaport_tokyo_bay,2021-12-22,1875.0,670971,537,223,3008.838565022
1231,bayflow,lalaport_tokyo_bay,2021-12-22,2469.0,1108665,237,134,8273.619402985
1232,niko_and,lalaport_tokyo_bay,2021-12-22,2255.0,1625520,496,325,5001.6
1233,global_work,lalaport_tokyo_bay,2021-12-22,728.0,1150271,285,184,6251.472826087
1234,repipi_armario,lalaport_tokyo_bay,2021-12-22,1497.0,334880,179,75,4465.066666667
1235,studio_clip,lalaport_tokyo_bay,2021-12-22,2296.0,381270,164,90,4236.333333333
1236,lepsim,lalaport_tokyo_bay,2021-12-22,1844.0,251150,86,58,4330.172413793
1237,rageblue,lalaport_tokyo_bay,2021-12-22,1160.0,539143,103,69,7813.666666667
1238,lowrys_farm,lalaport_tokyo_bay,2021-12-22,755.0,618342,152,106,5833.41509434
1239,pageboy,lalaport_tokyo_bay,2021-12-22,2620.0,343619,59,43,7991.139534884
1240,elura,lalaport_tokyo_bay,2021-12-22,8708.0,133080,28,18,7393.333333333
1241,.st,lalaport_tokyo_bay,2021-12-22,9092.0,478060,76,61,7837.049180328
1242,jeanasis,lalaport_tokyo_bay,2021-12-22,803.0,471190,71,50,9423.8
1243,hare,lalaport_tokyo_bay,2021-12-22,3131.0,530530,54,42,12631.666666667
1244,heather,lalaport_tokyo_bay,2021-12-22,1367.0,310725,56,41,7578.658536585
1245,lakole,lalaport_tokyo_bay,2021-12-23,1875.0,586739,424,195,3008.917948718
1246,bayflow,lalaport_tokyo_bay,2021-12-23,2469.0,936535,206,130,7204.115384615
1247,niko_and,lalaport_tokyo_bay,2021-12-23,2255.0,1463142,494,328,4460.798780488
1248,repipi_armario,lalaport_tokyo_bay,2021-12-23,1497.0,326893,154,64,5107.703125
1249,studio_clip,lalaport_tokyo_bay,2021-12-23,2296.0,301039,130,79,3810.620253165
1250,pageboy,lalaport_tokyo_bay,2021-12-23,2620.0,268190,55,39,6876.666666667
1251,rageblue,lalaport_tokyo_bay,2021-12-23,1160.0,647824,115,86,7532.837209302
1252,global_work,lalaport_tokyo_bay,2021-12-23,728.0,1032198,265,169,6107.680473373
1253,lepsim,lalaport_tokyo_bay,2021-12-23,1844.0,185320,53,43,4309.76744186
1254,.st,lalaport_tokyo_bay,2021-12-23,9092.0,733660,114,85,8631.294117647
1255,lowrys_farm,lalaport_tokyo_bay,2021-12-23,755.0,530177,129,91,5826.120879121
1256,heather,lalaport_tokyo_bay,2021-12-23,1367.0,277410,57,42,6605.0
1257,hare,lalaport_tokyo_bay,2021-12-23,3131.0,496750,52,41,12115.853658537
1258,jeanasis,lalaport_tokyo_bay,2021-12-23,803.0,399970,61,45,8888.222222222
1259,elura,lalaport_tokyo_bay,2021-12-23,8708.0,29650,7,6,4941.666666667
1260,lakole,lalaport_tokyo_bay,2021-12-24,1875.0,683946,468,217,3151.824884793
1261,niko_and,lalaport_tokyo_bay,2021-12-24,2255.0,1877839,620,394,4766.088832487
1262,repipi_armario,lalaport_tokyo_bay,2021-12-24,1497.0,433960,198,93,4666.23655914
1263,bayflow,lalaport_tokyo_bay,2021-12-24,2469.0,683058,171,113,6044.761061947
1264,studio_clip,lalaport_tokyo_bay,2021-12-24,2296.0,227602,99,69,3298.579710145
1265,lepsim,lalaport_tokyo_bay,2021-12-24,1844.0,269145,83,55,4893.545454545
1266,rageblue,lalaport_tokyo_bay,2021-12-24,1160.0,662387,106,85,7792.788235294
1267,pageboy,lalaport_tokyo_bay,2021-12-24,2620.0,292525,61,47,6223.936170213
1268,lowrys_farm,lalaport_tokyo_bay,2021-12-24,755.0,605525,152,108,5606.712962963
1269,global_work,lalaport_tokyo_bay,2021-12-24,728.0,1195460,302,194,6162.164948454
1270,jeanasis,lalaport_tokyo_bay,2021-12-24,803.0,388335,56,41,9471.585365854
1271,.st,lalaport_tokyo_bay,2021-12-24,9092.0,501960,81,63,7967.619047619
1272,hare,lalaport_tokyo_bay,2021-12-24,3131.0,447350,51,42,10651.19047619
1273,elura,lalaport_tokyo_bay,2021-12-24,8708.0,64066,12,9,7118.444444444
1274,heather,lalaport_tokyo_bay,2021-12-24,1367.0,362810,79,55,6596.545454545
1275,lakole,lalaport_tokyo_bay,2021-12-25,1875.0,1028243,797,343,2997.793002915
1276,bayflow,lalaport_tokyo_bay,2021-12-25,2469.0,1759610,404,232,7584.525862069
1277,repipi_armario,lalaport_tokyo_bay,2021-12-25,1497.0,542515,226,102,5318.774509804
1278,niko_and,lalaport_tokyo_bay,2021-12-25,2255.0,2866618,914,538,5328.286245353
1279,lepsim,lalaport_tokyo_bay,2021-12-25,1844.0,324474,93,73,4444.849315068
1280,pageboy,lalaport_tokyo_bay,2021-12-25,2620.0,460490,85,70,6578.428571429
1281,rageblue,lalaport_tokyo_bay,2021-12-25,1160.0,1030330,174,122,8445.327868852
1282,global_work,lalaport_tokyo_bay,2021-12-25,728.0,2420412,585,339,7139.85840708
1283,.st,lalaport_tokyo_bay,2021-12-25,9092.0,1143240,155,119,9607.058823529
1284,lowrys_farm,lalaport_tokyo_bay,2021-12-25,755.0,856979,198,131,6541.824427481
1285,studio_clip,lalaport_tokyo_bay,2021-12-25,2296.0,363013,179,104,3490.509615385
1286,heather,lalaport_tokyo_bay,2021-12-25,1367.0,576167,117,73,7892.698630137
1287,jeanasis,lalaport_tokyo_bay,2021-12-25,803.0,727640,104,70,10394.857142857
1288,hare,lalaport_tokyo_bay,2021-12-25,3131.0,864890,89,64,13513.90625
1289,elura,lalaport_tokyo_bay,2021-12-25,8708.0,136573,27,16,8535.8125
1290,lakole,lalaport_tokyo_bay,2021-12-26,1875.0,1270034,1026,403,3151.449131514
1291,global_work,lalaport_tokyo_bay,2021-12-26,728.0,3004619,744,439,6844.234624146
1292,repipi_armario,lalaport_tokyo_bay,2021-12-26,1497.0,734171,293,141,5206.886524823
1293,niko_and,lalaport_tokyo_bay,2021-12-26,2255.0,3630691,1054,648,5602.918209877
1294,bayflow,lalaport_tokyo_bay,2021-12-26,2469.0,2513987,529,322,7807.413043478
1295,studio_clip,lalaport_tokyo_bay,2021-12-26,2296.0,491578,214,137,3588.160583942
1296,hare,lalaport_tokyo_bay,2021-12-26,3131.0,982160,107,76,12923.157894737
1297,rageblue,lalaport_tokyo_bay,2021-12-26,1160.0,1160260,205,125,9282.08
1298,.st,lalaport_tokyo_bay,2021-12-26,9092.0,1063960,176,145,7337.655172414
1299,lowrys_farm,lalaport_tokyo_bay,2021-12-26,755.0,1020502,232,161,6338.52173913
1300,pageboy,lalaport_tokyo_bay,2021-12-26,2620.0,619540,123,88,7040.227272727
1301,lepsim,lalaport_tokyo_bay,2021-12-26,1844.0,409562,114,87,4707.609195402
1302,heather,lalaport_tokyo_bay,2021-12-26,1367.0,524189,105,74,7083.635135135
1303,jeanasis,lalaport_tokyo_bay,2021-12-26,803.0,973575,151,111,8770.945945946
1304,elura,lalaport_tokyo_bay,2021-12-26,8708.0,60241,14,9,6693.444444444
1305,niko_and,lalaport_tokyo_bay,2021-12-27,2255.0,1664528,542,347,4797.0
1306,lakole,lalaport_tokyo_bay,2021-12-27,1875.0,588657,452,209,2817.0
1307,repipi_armario,lalaport_tokyo_bay,2021-12-27,1497.0,591950,236,98,6040.0
1308,global_work,lalaport_tokyo_bay,2021-12-27,728.0,1162618,331,200,5813.0
1309,rageblue,lalaport_tokyo_bay,2021-12-27,1160.0,460325,92,61,7546.0
1310,niko_and,lalaport_tokyo_bay,2021-12-27,2469.0,897235,197,122,7354.0
1311,lepsim,lalaport_tokyo_bay,2021-12-27,1844.0,304160,87,57,5336.0
1312,studio_clip,lalaport_tokyo_bay,2021-12-27,2296.0,222001,99,64,3469.0
1313,elura,lalaport_tokyo_bay,2021-12-27,8708.0,118332,24,15,7889.0
1314,.st,lalaport_tokyo_bay,2021-12-27,9092.0,575940,91,70,8228.0
1315,hare,lalaport_tokyo_bay,2021-12-27,3131.0,387300,47,35,11066.0
1316,pageboy,lalaport_tokyo_bay,2021-12-27,2620.0,389020,76,60,6484.0
1317,heather,lalaport_tokyo_bay,2021-12-27,1367.0,412417,80,50,8248.0
1318,lowrys_farm,lalaport_tokyo_bay,2021-12-27,755.0,613222,141,100,6132.0
1319,jeanasis,lalaport_tokyo_bay,2021-12-27,803.0,469200,79,52,9023.0
1320,niko_and,lalaport_tokyo_bay,2021-12-28,2255.0,1620534,565,358,4527.0
1321,lakole,lalaport_tokyo_bay,2021-12-28,1875.0,655686,477,213,3078.0
1322,global_work,lalaport_tokyo_bay,2021-12-28,728.0,1470670,413,238,6179.0
1323,niko_and,lalaport_tokyo_bay,2021-12-28,2469.0,1081042,248,148,7304.0
1324,repipi_armario,lalaport_tokyo_bay,2021-12-28,1497.0,441469,183,87,5074.0
1325,studio_clip,lalaport_tokyo_bay,2021-12-28,2296.0,203874,100,69,2955.0
1326,lepsim,lalaport_tokyo_bay,2021-12-28,1844.0,239670,75,54,4438.0
1327,.st,lalaport_tokyo_bay,2021-12-28,9092.0,624430,100,81,7709.0
1328,hare,lalaport_tokyo_bay,2021-12-28,3131.0,457410,52,42,10891.0
1329,pageboy,lalaport_tokyo_bay,2021-12-28,2620.0,340470,77,49,6948.0
1330,rageblue,lalaport_tokyo_bay,2021-12-28,1160.0,681563,117,80,8520.0
1331,lowrys_farm,lalaport_tokyo_bay,2021-12-28,755.0,666555,178,129,5167.0
1332,jeanasis,lalaport_tokyo_bay,2021-12-28,803.0,569485,87,66,8629.0
1333,elura,lalaport_tokyo_bay,2021-12-28,8708.0,74044,13,9,8227.0
1334,heather,lalaport_tokyo_bay,2021-12-28,1367.0,330105,66,43,7677.0
1335,studio_clip,lalaport_tokyo_bay,2021-12-29,2296.0,406607,188,106,3836.0
1336,lakole,lalaport_tokyo_bay,2021-12-29,1875.0,993523,879,352,2823.0
1337,niko_and,lalaport_tokyo_bay,2021-12-29,2255.0,2713208,856,517,5248.0
1338,global_work,lalaport_tokyo_bay,2021-12-29,728.0,2539653,704,397,6397.0
1339,repipi_armario,lalaport_tokyo_bay,2021-12-29,1497.0,846517,329,160,5291.0
1340,lepsim,lalaport_tokyo_bay,2021-12-29,1844.0,464344,140,108,4299.0
1341,niko_and,lalaport_tokyo_bay,2021-12-29,2469.0,1674440,347,231,7249.0
1342,lowrys_farm,lalaport_tokyo_bay,2021-12-29,755.0,1047544,248,180,5820.0
1343,hare,lalaport_tokyo_bay,2021-12-29,3131.0,517460,55,40,12937.0
1344,.st,lalaport_tokyo_bay,2021-12-29,9092.0,959320,163,114,8415.0
1345,rageblue,lalaport_tokyo_bay,2021-12-29,1160.0,889431,152,96,9265.0
1346,pageboy,lalaport_tokyo_bay,2021-12-29,2620.0,530625,116,82,6471.0
1347,elura,lalaport_tokyo_bay,2021-12-29,8708.0,261032,56,33,7910.0
1348,heather,lalaport_tokyo_bay,2021-12-29,1367.0,368397,74,55,6698.0
1349,jeanasis,lalaport_tokyo_bay,2021-12-29,803.0,743010,118,77,9649.0
1350,studio_clip,lalaport_tokyo_bay,2021-12-30,2296.0,382832,175,117,3272.0
1351,niko_and,lalaport_tokyo_bay,2021-12-30,2255.0,2657089,882,528,5032.0
1352,lakole,lalaport_tokyo_bay,2021-12-30,1875.0,1072917,854,369,2908.0
1353,repipi_armario,lalaport_tokyo_bay,2021-12-30,1497.0,711959,308,138,5159.0
1354,global_work,lalaport_tokyo_bay,2021-12-30,728.0,2430669,741,407,5972.0
1355,niko_and,lalaport_tokyo_bay,2021-12-30,2469.0,1669500,375,263,6348.0
1356,lepsim,lalaport_tokyo_bay,2021-12-30,1844.0,360925,119,93,3881.0
1357,hare,lalaport_tokyo_bay,2021-12-30,3131.0,684280,73,52,13159.0
1358,rageblue,lalaport_tokyo_bay,2021-12-30,1160.0,988111,180,114,8668.0
1359,pageboy,lalaport_tokyo_bay,2021-12-30,2620.0,534730,101,80,6684.0
1360,.st,lalaport_tokyo_bay,2021-12-30,9092.0,1202980,194,142,8472.0
1361,lowrys_farm,lalaport_tokyo_bay,2021-12-30,755.0,956260,236,153,6250.0
1362,elura,lalaport_tokyo_bay,2021-12-30,8708.0,106865,21,13,8220.0
1363,jeanasis,lalaport_tokyo_bay,2021-12-30,803.0,650980,104,73,8918.0
1364,heather,lalaport_tokyo_bay,2021-12-30,1367.0,498434,96,68,7330.0
1365,lakole,lalaport_tokyo_bay,2021-12-31,1875.0,830116,725,263,3156.0
1366,niko_and,lalaport_tokyo_bay,2021-12-31,2255.0,2097102,707,415,5053.0
1367,global_work,lalaport_tokyo_bay,2021-12-31,728.0,1778481,512,289,6154.0
1368,studio_clip,lalaport_tokyo_bay,2021-12-31,2296.0,282030,130,85,3318.0
1369,niko_and,lalaport_tokyo_bay,2021-12-31,2469.0,1508450,304,197,7657.0
1370,repipi_armario,lalaport_tokyo_bay,2021-12-31,1497.0,660930,286,120,5508.0
1371,lepsim,lalaport_tokyo_bay,2021-12-31,1844.0,347984,133,97,3587.0
1372,hare,lalaport_tokyo_bay,2021-12-31,3131.0,484600,53,36,13461.0
1373,rageblue,lalaport_tokyo_bay,2021-12-31,1160.0,632631,114,69,9169.0
1374,pageboy,lalaport_tokyo_bay,2021-12-31,2620.0,327030,66,47,6958.0
1375,heather,lalaport_tokyo_bay,2021-12-31,1367.0,373616,79,62,6026.0
1376,.st,lalaport_tokyo_bay,2021-12-31,9092.0,728050,130,98,7429.0
1377,lowrys_farm,lalaport_tokyo_bay,2021-12-31,755.0,873490,200,139,6284.0
1378,jeanasis,lalaport_tokyo_bay,2021-12-31,803.0,567730,98,69,8228.0
1379,elura,lalaport_tokyo_bay,2021-12-31,8708.0,147163,32,19,7745.0
1380,ec,NA,2021-10-01,,50610367,17118,6891,7344.0
1381,ec,NA,2021-10-02,,60428633,19626,8262,7314.0
1382,ec,NA,2021-10-03,,76430257,25132,10888,7020.0
1383,ec,NA,2021-10-04,,70085166,23239,9503,7375.0
1384,ec,NA,2021-10-05,,57365023,18894,7525,7623.0
1385,ec,NA,2021-10-06,,58354271,19895,8057,7243.0
1386,ec,NA,2021-10-07,,73629857,24922,10141,7261.0
1387,ec,NA,2021-10-08,,67412528,23162,9350,7210.0
1388,ec,NA,2021-10-09,,64663766,21381,8596,7523.0
1389,ec,NA,2021-10-10,,74538461,25493,10354,7199.0
1390,ec,NA,2021-10-11,,89391977,31341,12306,7264.0
1391,ec,NA,2021-10-12,,77956679,27262,10533,7401.0
1392,ec,NA,2021-10-13,,69349386,23272,8823,7860.0
1393,ec,NA,2021-10-14,,71208472,22521,9200,7740.0
1394,ec,NA,2021-10-15,,81930693,27612,11009,7442.0
1395,ec,NA,2021-10-16,,77190090,27586,10682,7226.0
1396,ec,NA,2021-10-17,,93076341,31373,12701,7328.0
1397,ec,NA,2021-10-18,,114099315,37096,15225,7494.0
1398,ec,NA,2021-10-19,,103834475,35367,13370,7766.0
1399,ec,NA,2021-10-20,,82637465,27165,10398,7947.0
1400,ec,NA,2021-10-21,,87454965,27449,11277,7755.0
1401,ec,NA,2021-10-22,,90144169,28776,11434,7884.0
1402,ec,NA,2021-10-23,,91184552,28857,11439,7971.0
1403,ec,NA,2021-10-24,,94999334,29583,12102,7850.0
1404,ec,NA,2021-10-25,,104856549,32823,13179,7956.0
1405,ec,NA,2021-10-26,,89652458,27983,11168,8028.0
1406,ec,NA,2021-10-27,,91299999,26787,10972,8321.0
1407,ec,NA,2021-10-28,,144014326,42357,17084,8430.0
1408,ec,NA,2021-10-29,,132551515,40341,16011,8279.0
1409,ec,NA,2021-10-30,,103817273,31218,13436,7727.0
1410,ec,NA,2021-10-31,,128337632,39173,16211,7917.0
1411,ec,NA,2021-11-01,,134352201,40277,17044,7883.0
1412,ec,NA,2021-11-02,,125309993,36736,15418,8128.0
1413,ec,NA,2021-11-03,,104981845,30749,13205,7950.0
1414,ec,NA,2021-11-04,,132928650,38348,16647,7985.0
1415,ec,NA,2021-11-05,,112524526,35182,14649,7681.0
1416,ec,NA,2021-11-06,,108592131,33041,13956,7781.0
1417,ec,NA,2021-11-07,,107737859,32072,13803,7805.0
1418,ec,NA,2021-11-08,,137824871,39966,17353,7942.0
1419,ec,NA,2021-11-09,,127540232,38946,16318,7816.0
1420,ec,NA,2021-11-10,,133987953,39033,17442,7682.0
1421,ec,NA,2021-11-11,,149649308,41917,18866,7932.0
1422,ec,NA,2021-11-12,,145286606,39714,18306,7937.0
1423,ec,NA,2021-11-13,,121751279,35194,14716,8273.0
1424,ec,NA,2021-11-14,,124856300,38289,15701,7952.0
1425,ec,NA,2021-11-15,,133870510,37885,16863,7939.0
1426,ec,NA,2021-11-16,,125774251,34182,16130,7798.0
1427,ec,NA,2021-11-17,,108080408,32360,14274,7572.0
1428,ec,NA,2021-11-18,,128504303,38028,16552,7764.0
1429,ec,NA,2021-11-19,,125008155,39879,16493,7579.0
1430,ec,NA,2021-11-20,,110040155,32940,14355,7666.0
1431,ec,NA,2021-11-21,,117442523,35919,15617,7520.0
1432,ec,NA,2021-11-22,,139421083,39955,17099,8154.0
1433,ec,NA,2021-11-23,,94858356,29878,12414,7641.0
1434,ec,NA,2021-11-24,,124307306,38555,16702,7443.0
1435,ec,NA,2021-11-25,,135071988,41753,17615,7668.0
1436,ec,NA,2021-11-26,,94295633,28399,11798,7993.0
1437,ec,NA,2021-11-27,,78824726,23172,10362,7607.0
1438,ec,NA,2021-11-28,,95383556,28659,12893,7398.0
1439,ec,NA,2021-11-29,,114369564,32381,14610,7828.0
1440,ec,NA,2021-11-30,,108252566,30767,14027,7717.0
1441,ec,NA,2021-12-01,,87040762,25010,12795,6803.0
1442,ec,NA,2021-12-02,,119331453,33226,15345,7777.0
1443,ec,NA,2021-12-03,,148612359,46226,19986,7436.0
1444,ec,NA,2021-12-04,,116122482,34478,16076,7223.0
1445,ec,NA,2021-12-05,,119716475,38311,16108,7432.0
1446,ec,NA,2021-12-06,,141755766,45840,19548,7252.0
1447,ec,NA,2021-12-07,,129784229,41535,17703,7331.0
1448,ec,NA,2021-12-08,,139728294,44327,18222,7668.0
1449,ec,NA,2021-12-09,,124308657,36918,14822,8387.0
1450,ec,NA,2021-12-10,,128463274,38058,16149,7955.0
1451,ec,NA,2021-12-11,,121488438,37634,14563,8342.0
1452,ec,NA,2021-12-12,,99915360,29645,12547,7963.0
1453,ec,NA,2021-12-13,,120933684,37146,15278,7916.0
1454,ec,NA,2021-12-14,,89683909,25517,11562,7757.0
1455,ec,NA,2021-12-15,,96807161,28432,11884,8146.0
1456,ec,NA,2021-12-16,,99627239,29893,12273,8118.0
1457,ec,NA,2021-12-17,,146645915,42939,17432,8412.0
1458,ec,NA,2021-12-18,,108932934,33257,13435,8108.0
1459,ec,NA,2021-12-19,,104520886,32772,12722,8216.0
1460,ec,NA,2021-12-20,,137968312,42235,16534,8345.0
1461,ec,NA,2021-12-21,,108534080,33904,12764,8503.0
1462,ec,NA,2021-12-22,,96130641,30008,11816,8136.0
1463,ec,NA,2021-12-23,,103536236,32800,12845,8060.0
1464,ec,NA,2021-12-24,,108008628,36377,13831,7809.0
1465,ec,NA,2021-12-25,,87563575,29358,11362,7707.0
1466,ec,NA,2021-12-26,,108271635,36502,13591,7966.0
1467,ec,NA,2021-12-27,,116207071,36843,13999,8301.0
1468,ec,NA,2021-12-28,,87337992,26567,10724,8144.0
1469,ec,NA,2021-12-29,,76466919,24315,9250,8267.0
1470,ec,NA,2021-12-30,,70216106,22067,9325,7530.0
1471,ec,NA,2021-12-31,,56378689,17840,7387,7632.0
1472,real_store_sum,NA,2021-10-01,,304906232,101770,62013,4917.0
1473,real_store_sum,NA,2021-10-02,,611795984,199775,117367,5213.0
1474,real_store_sum,NA,2021-10-03,,652521696,213806,126382,5163.0
1475,real_store_sum,NA,2021-10-04,,331578456,110401,69073,4800.0
1476,real_store_sum,NA,2021-10-05,,329648744,110930,69605,4736.0
1477,real_store_sum,NA,2021-10-06,,351496708,117767,72417,4854.0
1478,real_store_sum,NA,2021-10-07,,349655102,115071,71328,4902.0
1479,real_store_sum,NA,2021-10-08,,368893616,119517,73323,5031.0
1480,real_store_sum,NA,2021-10-09,,622158666,199784,117718,5285.0
1481,real_store_sum,NA,2021-10-10,,660150572,212036,124450,5305.0
1482,real_store_sum,NA,2021-10-11,,388336170,122559,77591,5005.0
1483,real_store_sum,NA,2021-10-12,,367595054,116333,74902,4908.0
1484,real_store_sum,NA,2021-10-13,,371761041,118202,73837,5035.0
1485,real_store_sum,NA,2021-10-14,,387100619,123793,76687,5048.0
1486,real_store_sum,NA,2021-10-15,,416249882,131153,80327,5182.0
1487,real_store_sum,NA,2021-10-16,,709349925,220063,129148,5493.0
1488,real_store_sum,NA,2021-10-17,,847159455,258303,149993,5648.0
1489,real_store_sum,NA,2021-10-18,,453646973,136455,83714,5419.0
1490,real_store_sum,NA,2021-10-19,,420753573,126018,77938,5399.0
1491,real_store_sum,NA,2021-10-20,,490726757,145454,90048,5450.0
1492,real_store_sum,NA,2021-10-21,,480453335,142006,87897,5466.0
1493,real_store_sum,NA,2021-10-22,,490478058,143022,87771,5588.0
1494,real_store_sum,NA,2021-10-23,,892213161,257206,150963,5910.0
1495,real_store_sum,NA,2021-10-24,,917863904,266669,155838,5890.0
1496,real_store_sum,NA,2021-10-25,,447344301,131407,81896,5462.0
1497,real_store_sum,NA,2021-10-26,,446577292,131601,84553,5282.0
1498,real_store_sum,NA,2021-10-27,,459619434,137593,88172,5213.0
1499,real_store_sum,NA,2021-10-28,,431239111,130882,83040,5193.0
1500,real_store_sum,NA,2021-10-29,,450261202,135557,84998,5297.0
1501,real_store_sum,NA,2021-10-30,,873027038,250039,146074,5977.0
1502,real_store_sum,NA,2021-10-31,,858577255,250288,145221,5912.0
1503,real_store_sum,NA,2021-11-01,,428592718,127207,77245,5548.0
1504,real_store_sum,NA,2021-11-02,,434830879,131091,80716,5387.0
1505,real_store_sum,NA,2021-11-03,,858086399,259680,150788,5691.0
1506,real_store_sum,NA,2021-11-04,,399270441,121362,74604,5352.0
1507,real_store_sum,NA,2021-11-05,,430470888,130599,79996,5381.0
1508,real_store_sum,NA,2021-11-06,,745095426,222541,131306,5674.0
1509,real_store_sum,NA,2021-11-07,,800471438,240237,139809,5725.0
1510,real_store_sum,NA,2021-11-08,,419109675,128663,81008,5174.0
1511,real_store_sum,NA,2021-11-09,,418337196,126575,80734,5182.0
1512,real_store_sum,NA,2021-11-10,,505574195,146697,91722,5512.0
1513,real_store_sum,NA,2021-11-11,,429152134,132960,84558,5075.0
1514,real_store_sum,NA,2021-11-12,,489827773,142312,89415,5478.0
1515,real_store_sum,NA,2021-11-13,,807765815,233155,139595,5786.0
1516,real_store_sum,NA,2021-11-14,,826648029,241464,142437,5804.0
1517,real_store_sum,NA,2021-11-15,,426458520,127117,80167,5320.0
1518,real_store_sum,NA,2021-11-16,,433697970,126168,81330,5333.0
1519,real_store_sum,NA,2021-11-17,,460388359,135700,86173,5343.0
1520,real_store_sum,NA,2021-11-18,,440973629,127119,80754,5461.0
1521,real_store_sum,NA,2021-11-19,,561134582,157763,99102,5662.0
1522,real_store_sum,NA,2021-11-20,,897254286,253520,152023,5902.0
1523,real_store_sum,NA,2021-11-21,,933294674,265534,157123,5940.0
1524,real_store_sum,NA,2021-11-22,,506438004,150907,93388,5423.0
1525,real_store_sum,NA,2021-11-23,,908910533,260480,159297,5706.0
1526,real_store_sum,NA,2021-11-24,,450704133,130742,84236,5350.0
1527,real_store_sum,NA,2021-11-25,,451364180,131199,84488,5342.0
1528,real_store_sum,NA,2021-11-26,,495732663,143982,92539,5357.0
1529,real_store_sum,NA,2021-11-27,,832615455,233245,143043,5821.0
1530,real_store_sum,NA,2021-11-28,,877694522,245932,148967,5892.0
1531,real_store_sum,NA,2021-11-29,,406455267,117670,75464,5386.0
1532,real_store_sum,NA,2021-11-30,,392027878,115248,74027,5296.0
1533,real_store_sum,NA,2021-12-01,,441982493,130167,80820,5469.0
1534,real_store_sum,NA,2021-12-02,,447414038,133544,83828,5337.0
1535,real_store_sum,NA,2021-12-03,,478903893,140856,87697,5461.0
1536,real_store_sum,NA,2021-12-04,,852801500,241253,146432,5824.0
1537,real_store_sum,NA,2021-12-05,,908524959,257953,157166,5781.0
1538,real_store_sum,NA,2021-12-06,,426671075,125886,80944,5271.0
1539,real_store_sum,NA,2021-12-07,,428646842,124302,81042,5289.0
1540,real_store_sum,NA,2021-12-08,,444682185,128203,83334,5336.0
1541,real_store_sum,NA,2021-12-09,,453721651,131287,84691,5357.0
1542,real_store_sum,NA,2021-12-10,,512328989,148293,93635,5472.0
1543,real_store_sum,NA,2021-12-11,,908832948,255415,155467,5846.0
1544,real_store_sum,NA,2021-12-12,,952080082,269751,163052,5839.0
1545,real_store_sum,NA,2021-12-13,,446864879,132252,84658,5278.0
1546,real_store_sum,NA,2021-12-14,,448802220,133775,86405,5194.0
1547,real_store_sum,NA,2021-12-15,,521435194,156105,98818,5277.0
1548,real_store_sum,NA,2021-12-16,,496245759,149084,94106,5273.0
1549,real_store_sum,NA,2021-12-17,,534889273,161620,101351,5278.0
1550,real_store_sum,NA,2021-12-18,,935828602,274723,166203,5631.0
1551,real_store_sum,NA,2021-12-19,,1033119311,302587,181262,5700.0
1552,real_store_sum,NA,2021-12-20,,533345211,161775,103032,5177.0
1553,real_store_sum,NA,2021-12-21,,543621979,165943,106572,5101.0
1554,real_store_sum,NA,2021-12-22,,576012300,178119,111561,5163.0
1555,real_store_sum,NA,2021-12-23,,591442204,185490,116225,5089.0
1556,real_store_sum,NA,2021-12-24,,606423302,191539,118601,5113.0
1557,real_store_sum,NA,2021-12-25,,875376256,260070,160065,5469.0
1558,real_store_sum,NA,2021-12-26,,911457290,266336,161584,5641.0
1559,real_store_sum,NA,2021-12-27,,532831559,161664,102337,5207.0
1560,real_store_sum,NA,2021-12-28,,577445427,180313,113098,5106.0
1561,real_store_sum,NA,2021-12-29,,785968806,246810,150738,5214.0
1562,real_store_sum,NA,2021-12-30,,814807121,257277,155795,5230.0
1563,real_store_sum,NA,2021-12-31,,588123856,190888,114004,5159.0
